time,price,type
2024-12-06 22:03:00,149.952,low
2024-12-06 22:38:00,150.056,high
2024-12-06 23:16:00,149.947,low
2024-12-06 23:54:00,150.058,high
2024-12-09 00:04:00,149.908,low
2024-12-09 00:15:00,150.04,high
2024-12-09 01:09:00,149.855,low
2024-12-09 01:49:00,150.049,high
2024-12-09 02:42:00,149.693,low
2024-12-09 03:03:00,149.945,high
2024-12-09 03:33:00,149.749,low
2024-12-09 03:47:00,150.054,high
2024-12-09 04:01:00,149.889,low
2024-12-09 04:24:00,149.989,high
2024-12-09 04:53:00,149.86,low
2024-12-09 05:40:00,150.037,high
2024-12-09 06:53:00,149.842,low
2024-12-09 07:15:00,149.969,high
2024-12-09 07:32:00,149.879,low
2024-12-09 08:22:00,150.189,high
2024-12-09 08:41:00,150.045,low
2024-12-09 09:16:00,150.243,high
2024-12-09 09:32:00,150.111,low
2024-12-09 10:35:00,150.523,high
2024-12-09 11:01:00,150.348,low
2024-12-09 11:16:00,150.489,high
2024-12-09 11:33:00,150.349,low
2024-12-09 11:45:00,150.487,high
2024-12-09 11:56:00,150.386,low
2024-12-09 12:13:00,150.484,high
2024-12-09 12:20:00,150.352,low
2024-12-09 13:26:00,150.505,high
2024-12-09 13:47:00,150.386,low
2024-12-09 15:14:00,150.95,high
2024-12-09 15:42:00,150.743,low
2024-12-09 16:13:00,150.92,high
2024-12-09 16:32:00,150.698,low
2024-12-09 17:34:00,151.245,high
2024-12-09 18:10:00,150.968,low
2024-12-09 19:07:00,151.324,high
2024-12-09 19:27:00,151.198,low
2024-12-09 19:59:00,151.346,high
2024-12-09 20:08:00,151.232,low
2024-12-09 20:43:00,151.325,high
2024-12-09 21:48:00,151.184,low
2024-12-09 22:34:00,151.298,high
2024-12-09 23:03:00,151.133,low
2024-12-09 23:23:00,151.251,high
2024-12-10 00:16:00,151.135,low
2024-12-10 01:30:00,151.419,high
2024-12-10 01:46:00,151.282,low
2024-12-10 02:10:00,151.454,high
2024-12-10 02:28:00,151.227,low
2024-12-10 03:03:00,151.55,high
2024-12-10 04:45:00,151.037,low
2024-12-10 05:04:00,151.273,high
2024-12-10 06:31:00,150.951,low
2024-12-10 07:27:00,151.299,high
2024-12-10 07:58:00,150.896,low
2024-12-10 10:15:00,151.785,high
2024-12-10 10:31:00,151.503,low
2024-12-10 11:00:00,151.668,high
2024-12-10 11:23:00,151.414,low
2024-12-10 11:59:00,151.616,high
2024-12-10 12:34:00,151.47,low
2024-12-10 14:09:00,151.773,high
2024-12-10 14:37:00,151.552,low
2024-12-10 15:02:00,151.837,high
2024-12-10 15:31:00,151.529,low
2024-12-10 15:54:00,151.717,high
2024-12-10 16:04:00,151.588,low
2024-12-10 16:28:00,151.789,high
2024-12-10 16:46:00,151.654,low
2024-12-10 17:32:00,152.068,high
2024-12-10 17:48:00,151.946,low
2024-12-10 18:07:00,152.18,high
2024-12-10 18:26:00,151.972,low
2024-12-10 18:38:00,152.135,high
2024-12-10 19:12:00,151.99,low
2024-12-10 19:36:00,152.151,high
2024-12-10 21:17:00,151.843,low
2024-12-10 21:30:00,151.954,high
2024-12-10 22:32:00,151.832,low
2024-12-10 23:12:00,151.975,high
2024-12-10 23:40:00,151.909,low
2024-12-10 23:58:00,151.97,high
2024-12-11 00:09:00,151.925,low
2024-12-11 01:00:00,151.95,high
2024-12-11 02:06:00,151.751,low
2024-12-11 02:30:00,151.854,high
2024-12-11 02:58:00,151.707,low
2024-12-11 03:11:00,151.827,high
2024-12-11 03:24:00,151.727,low
2024-12-11 03:45:00,151.801,high
2024-12-11 04:40:00,151.519,low
2024-12-11 04:46:00,151.622,high
2024-12-11 05:03:00,151.417,low
2024-12-11 05:47:00,151.64,high
2024-12-11 06:20:00,151.465,low
2024-12-11 06:38:00,151.613,high
2024-12-11 06:55:00,151.497,low
2024-12-11 07:59:00,151.762,high
2024-12-11 08:11:00,151.622,low
2024-12-11 08:56:00,151.792,high
2024-12-11 09:36:00,151.422,low
2024-12-11 10:20:00,151.716,high
2024-12-11 10:46:00,151.468,low
2024-12-11 12:10:00,152.799,high
2024-12-11 12:40:00,152.49,low
2024-12-11 13:14:00,152.709,high
2024-12-11 13:38:00,152.515,low
2024-12-11 14:33:00,152.704,high
2024-12-11 15:45:00,152.051,low
2024-12-11 16:05:00,152.329,high
2024-12-11 16:42:00,151.921,low
2024-12-11 18:04:00,152.557,high
2024-12-11 18:11:00,152.4,low
2024-12-11 18:33:00,152.53,high
2024-12-11 18:55:00,152.243,low
2024-12-11 19:30:00,152.542,high
2024-12-11 19:38:00,152.434,low
2024-12-11 19:58:00,152.544,high
2024-12-11 20:02:00,152.315,low
2024-12-11 21:01:00,152.721,high
2024-12-11 21:33:00,152.53,low
2024-12-11 21:57:00,152.659,high
2024-12-11 22:19:00,152.523,low
2024-12-11 22:55:00,152.624,high
2024-12-12 00:11:00,152.32,low
2024-12-12 01:02:00,152.453,high
2024-12-12 02:14:00,152.098,low
2024-12-12 02:44:00,152.34,high
2024-12-12 03:26:00,151.981,low
2024-12-12 03:43:00,152.136,high
2024-12-12 03:57:00,151.95,low
2024-12-12 05:06:00,152.327,high
2024-12-12 05:24:00,152.213,low
2024-12-12 05:43:00,152.412,high
2024-12-12 07:01:00,152.183,low
2024-12-12 08:19:00,152.775,high
2024-12-12 09:17:00,152.266,low
2024-12-12 10:04:00,152.661,high
2024-12-12 10:38:00,152.364,low
2024-12-12 11:30:00,152.629,high
2024-12-12 11:36:00,152.444,low
2024-12-12 11:55:00,152.575,high
2024-12-12 13:55:00,152.164,low
2024-12-12 14:23:00,152.365,high
2024-12-12 14:45:00,152.118,low
2024-12-12 15:01:00,152.294,high
2024-12-12 15:08:00,152.1,low
2024-12-12 15:30:00,152.388,high
2024-12-12 15:38:00,151.799,low
2024-12-12 15:59:00,152.075,high
2024-12-12 16:10:00,151.873,low
2024-12-12 16:38:00,152.399,high
2024-12-12 17:07:00,152.108,low
2024-12-12 17:31:00,152.348,high
2024-12-12 17:39:00,152.161,low
2024-12-12 17:56:00,152.378,high
2024-12-12 18:19:00,152.149,low
2024-12-12 18:24:00,152.29,high
2024-12-12 19:05:00,152.042,low
2024-12-12 22:58:00,152.678,high
2024-12-12 23:29:00,152.602,low
2024-12-12 23:39:00,152.686,high
2024-12-13 00:17:00,152.526,low
2024-12-13 01:12:00,152.646,high
2024-12-13 01:51:00,152.452,low
2024-12-13 02:50:00,152.952,high
2024-12-13 03:11:00,152.75,low
2024-12-13 03:31:00,152.956,high
2024-12-13 04:05:00,152.644,low
2024-12-13 05:11:00,153.044,high
2024-12-13 05:46:00,152.879,low
2024-12-13 06:32:00,153.089,high
2024-12-13 06:59:00,152.935,low
2024-12-13 07:10:00,153.035,high
2024-12-13 08:00:00,152.848,low
2024-12-13 08:12:00,152.998,high
2024-12-13 08:58:00,152.671,low
2024-12-13 09:25:00,152.894,high
2024-12-13 09:52:00,152.726,low
2024-12-13 12:19:00,153.484,high
2024-12-13 12:30:00,153.396,low
2024-12-13 13:24:00,153.598,high
2024-12-13 13:39:00,153.52,low
2024-12-13 14:01:00,153.665,high
2024-12-13 14:44:00,153.318,low
2024-12-13 15:12:00,153.532,high
2024-12-13 15:48:00,153.26,low
2024-12-13 17:03:00,153.649,high
2024-12-13 17:06:00,153.481,low
2024-12-13 17:30:00,153.621,high
2024-12-13 17:45:00,153.457,low
2024-12-13 17:56:00,153.689,high
2024-12-13 18:13:00,153.555,low
2024-12-13 19:31:00,153.8,high
2024-12-13 20:03:00,153.66,low
2024-12-13 21:35:00,153.745,high
2024-12-16 00:03:00,153.585,low
2024-12-16 00:13:00,153.676,high
2024-12-16 00:47:00,153.423,low
2024-12-16 01:30:00,153.608,high
2024-12-16 02:05:00,153.319,low
2024-12-16 03:04:00,153.901,high
2024-12-16 03:14:00,153.706,low
2024-12-16 04:24:00,153.974,high
2024-12-16 05:18:00,153.751,low
2024-12-16 05:34:00,153.873,high
2024-12-16 06:09:00,153.762,low
2024-12-16 06:28:00,153.893,high
2024-12-16 08:05:00,153.546,low
2024-12-16 08:39:00,153.773,high
2024-12-16 09:04:00,153.568,low
2024-12-16 09:22:00,153.673,high
2024-12-16 10:02:00,153.475,low
2024-12-16 10:08:00,153.624,high
2024-12-16 10:18:00,153.441,low
2024-12-16 11:16:00,153.755,high
2024-12-16 11:35:00,153.655,low
2024-12-16 12:09:00,153.845,high
2024-12-16 12:21:00,153.65,low
2024-12-16 13:02:00,153.86,high
2024-12-16 13:27:00,153.745,low
2024-12-16 15:00:00,154.102,high
2024-12-16 15:04:00,154.009,low
2024-12-16 15:24:00,154.101,high
2024-12-16 15:36:00,153.971,low
2024-12-16 17:25:00,154.479,high
2024-12-16 18:20:00,154.151,low
2024-12-16 18:29:00,154.313,high
2024-12-16 19:18:00,154.056,low
2024-12-16 19:35:00,154.249,high
2024-12-16 20:12:00,154.093,low
2024-12-16 20:27:00,154.202,high
2024-12-16 21:10:00,154.008,low
2024-12-16 23:20:00,154.217,high
2024-12-17 00:00:00,154.054,low
2024-12-17 01:16:00,154.263,high
2024-12-17 02:01:00,154.013,low
2024-12-17 02:42:00,154.345,high
2024-12-17 03:38:00,153.972,low
2024-12-17 03:50:00,154.151,high
2024-12-17 04:17:00,153.802,low
2024-12-17 05:01:00,154.04,high
2024-12-17 05:34:00,153.872,low
2024-12-17 06:27:00,154.206,high
2024-12-17 06:51:00,154.001,low
2024-12-17 07:43:00,154.258,high
2024-12-17 08:30:00,154.032,low
2024-12-17 08:44:00,154.167,high
2024-12-17 09:10:00,153.995,low
2024-12-17 09:26:00,154.128,high
2024-12-17 09:48:00,153.923,low
2024-12-17 10:10:00,154.164,high
2024-12-17 11:01:00,153.77,low
2024-12-17 11:11:00,153.91,high
2024-12-17 11:39:00,153.71,low
2024-12-17 12:06:00,153.871,high
2024-12-17 12:19:00,153.711,low
2024-12-17 12:53:00,153.884,high
2024-12-17 13:19:00,153.684,low
2024-12-17 14:07:00,153.937,high
2024-12-17 15:00:00,153.794,low
2024-12-17 15:08:00,153.972,high
2024-12-17 15:31:00,153.656,low
2024-12-17 15:42:00,153.998,high
2024-12-17 16:20:00,153.556,low
2024-12-17 16:53:00,153.722,high
2024-12-17 17:26:00,153.413,low
2024-12-17 17:48:00,153.576,high
2024-12-17 18:03:00,153.436,low
2024-12-17 18:23:00,153.646,high
2024-12-17 19:07:00,153.255,low
2024-12-17 19:21:00,153.38,high
2024-12-17 19:30:00,153.244,low
2024-12-17 20:20:00,153.393,high
2024-12-17 20:46:00,153.161,low
2024-12-17 23:01:00,153.594,high
2024-12-18 00:05:00,153.368,low
2024-12-18 00:54:00,153.5,high
2024-12-18 01:02:00,153.394,low
2024-12-18 01:30:00,153.596,high
2024-12-18 01:53:00,153.483,low
2024-12-18 02:46:00,153.766,high
2024-12-18 03:09:00,153.583,low
2024-12-18 03:47:00,153.786,high
2024-12-18 04:00:00,153.577,low
2024-12-18 04:19:00,153.71,high
2024-12-18 04:45:00,153.579,low
2024-12-18 04:57:00,153.747,high
2024-12-18 06:50:00,153.352,low
2024-12-18 07:33:00,153.465,high
2024-12-18 07:58:00,153.335,low
2024-12-18 08:08:00,153.495,high
2024-12-18 08:40:00,153.335,low
2024-12-18 09:00:00,153.497,high
2024-12-18 09:26:00,153.35,low
2024-12-18 09:56:00,153.646,high
2024-12-18 10:35:00,153.519,low
2024-12-18 11:46:00,153.742,high
2024-12-18 12:10:00,153.619,low
2024-12-18 12:28:00,153.697,high
2024-12-18 12:57:00,153.551,low
2024-12-18 13:24:00,153.639,high
2024-12-18 13:30:00,153.567,low
2024-12-18 14:05:00,153.73,high
2024-12-18 14:35:00,153.635,low
2024-12-18 15:33:00,153.951,high
2024-12-18 16:05:00,153.703,low
2024-12-18 16:38:00,153.902,high
2024-12-18 17:03:00,153.68,low
2024-12-18 18:10:00,154.089,high
2024-12-18 18:20:00,153.964,low
2024-12-18 18:38:00,154.089,high
2024-12-18 19:49:00,153.743,low
2024-12-18 20:03:00,153.838,high
2024-12-18 20:16:00,153.722,low
2024-12-18 21:14:00,154.626,high
2024-12-18 21:28:00,154.273,low
2024-12-18 21:58:00,154.662,high
2024-12-18 22:10:00,154.33,low
2024-12-18 22:40:00,154.776,high
2024-12-18 23:06:00,154.503,low
2024-12-18 23:58:00,154.866,high
2024-12-19 00:17:00,154.752,low
2024-12-19 00:30:00,154.8,high
2024-12-19 01:22:00,154.515,low
2024-12-19 01:37:00,154.698,high
2024-12-19 01:50:00,154.433,low
2024-12-19 02:27:00,154.894,high
2024-12-19 02:50:00,154.771,low
2024-12-19 02:54:00,154.878,high
2024-12-19 03:01:00,154.751,low
2024-12-19 03:10:00,154.861,high
2024-12-19 03:32:00,154.629,low
2024-12-19 03:40:00,154.8,high
2024-12-19 04:28:00,154.469,low
2024-12-19 05:21:00,155.441,high
2024-12-19 06:23:00,155.144,low
2024-12-19 07:16:00,155.471,high
2024-12-19 08:33:00,154.915,low
2024-12-19 09:33:00,156.779,high
2024-12-19 09:51:00,156.24,low
2024-12-19 10:42:00,157.066,high
2024-12-19 10:49:00,156.556,low
2024-12-19 11:06:00,157.14,high
2024-12-19 11:29:00,156.721,low
2024-12-19 11:56:00,157.147,high
2024-12-19 12:09:00,156.833,low
2024-12-19 12:23:00,157.062,high
2024-12-19 12:39:00,156.854,low
2024-12-19 13:05:00,157.062,high
2024-12-19 13:59:00,156.673,low
2024-12-19 14:59:00,156.979,high
2024-12-19 15:22:00,156.713,low
2024-12-19 15:36:00,157.048,high
2024-12-19 15:40:00,156.396,low
2024-12-19 16:46:00,157.347,high
2024-12-19 16:59:00,157.151,low
2024-12-19 18:12:00,157.808,high
2024-12-19 18:43:00,157.589,low
2024-12-19 19:01:00,157.768,high
2024-12-19 19:24:00,157.528,low
2024-12-19 19:58:00,157.747,high
2024-12-19 20:23:00,157.546,low
2024-12-19 20:39:00,157.707,high
2024-12-19 21:13:00,157.405,low
2024-12-19 21:29:00,157.522,high
2024-12-19 22:45:00,157.329,low
2024-12-19 22:39:00,157.434,high
2024-12-19 22:57:00,157.308,low
2024-12-19 23:10:00,157.397,high
2024-12-19 23:19:00,157.333,low
2024-12-19 23:48:00,157.451,high
2024-12-20 00:11:00,157.332,low
2024-12-20 02:11:00,157.926,high
2024-12-20 02:25:00,157.698,low
2024-12-20 02:45:00,157.874,high
2024-12-20 03:26:00,157.143,low
2024-12-20 03:48:00,157.404,high
2024-12-20 04:29:00,156.96,low
2024-12-20 04:44:00,157.098,high
2024-12-20 04:52:00,156.88,low
2024-12-20 05:26:00,157.152,high
2024-12-20 05:32:00,156.835,low
2024-12-20 05:26:00,157.152,high
2024-12-20 05:32:00,156.835,low
2024-12-20 06:08:00,157.209,high
2024-12-20 06:21:00,157.076,low
2024-12-20 07:01:00,157.317,high
2024-12-20 07:24:00,157.077,low
2024-12-20 07:39:00,157.201,high
2024-12-20 08:17:00,156.867,low
2024-12-20 08:53:00,157.132,high
2024-12-20 09:12:00,156.785,low
2024-12-20 09:32:00,157.056,high
2024-12-20 09:54:00,156.765,low
2024-12-20 10:12:00,156.933,high
2024-12-20 10:15:00,156.735,low
2024-12-20 10:34:00,156.962,high
2024-12-20 10:52:00,156.783,low
2024-12-20 11:10:00,156.897,high
2024-12-20 11:21:00,156.635,low
2024-12-20 11:41:00,156.775,high
2024-12-20 11:50:00,156.623,low
2024-12-20 13:24:00,156.842,high
2024-12-20 13:50:00,156.674,low
2024-12-20 14:11:00,156.817,high
2024-12-20 14:33:00,156.594,low
2024-12-20 15:11:00,156.796,high
2024-12-20 15:36:00,156.35,low
2024-12-20 15:53:00,156.616,high
2024-12-20 16:00:00,156.432,low
2024-12-20 15:53:00,156.616,high
2024-12-20 16:25:00,156.317,low
2024-12-20 17:00:00,156.687,high
2024-12-20 17:06:00,156.4,low
2024-12-20 17:30:00,156.777,high
2024-12-20 17:59:00,156.469,low
2024-12-20 18:08:00,156.586,high
2024-12-20 19:25:00,155.966,low
2024-12-20 19:36:00,156.108,high
2024-12-20 19:53:00,155.953,low
2024-12-20 20:31:00,156.212,high
2024-12-20 21:50:00,155.978,low
2024-12-20 22:07:00,156.112,high
2024-12-20 22:23:00,156.038,low
2024-12-20 23:50:00,156.463,high
2024-12-23 00:12:00,156.302,low
2024-12-23 01:01:00,156.56,high
2024-12-23 01:20:00,156.411,low
2024-12-23 02:00:00,156.581,high
2024-12-23 02:29:00,156.426,low
2024-12-23 03:09:00,156.692,high
2024-12-23 04:14:00,156.338,low
2024-12-23 05:19:00,156.61,high
2024-12-23 05:51:00,156.487,low
2024-12-23 06:17:00,156.606,high
2024-12-23 06:40:00,156.486,low
2024-12-23 07:59:00,156.66,high
2024-12-23 08:18:00,156.519,low
2024-12-23 09:17:00,156.801,high
2024-12-23 09:39:00,156.657,low
2024-12-23 09:56:00,156.812,high
2024-12-23 10:20:00,156.509,low
2024-12-23 10:39:00,156.615,high
2024-12-23 10:47:00,156.462,low
2024-12-23 11:53:00,156.763,high
2024-12-23 12:09:00,156.67,low
2024-12-23 13:00:00,156.831,high
2024-12-23 13:20:00,156.751,low
2024-12-23 15:15:00,157.219,high
2024-12-23 15:30:00,157.104,low
2024-12-23 15:40:00,157.257,high
2024-12-23 16:31:00,157.045,low
2024-12-23 17:19:00,157.269,high
2024-12-23 17:47:00,157.081,low
2024-12-23 18:18:00,157.214,high
2024-12-23 19:07:00,156.98,low
2024-12-23 20:18:00,157.207,high
2024-12-23 20:36:00,157.072,low
2024-12-23 21:15:00,157.157,high
2024-12-23 22:01:00,157.048,low
2024-12-23 23:59:00,157.177,high
2024-12-24 00:00:00,157.056,low
2024-12-24 02:54:00,157.391,high
2024-12-24 03:54:00,157.056,low
2024-12-24 04:26:00,157.179,high
2024-12-24 04:34:00,157.058,low
2024-12-24 05:00:00,157.14,high
2024-12-24 06:26:00,156.935,low
2024-12-24 07:04:00,157.05,high
2024-12-24 07:53:00,156.89,low
2024-12-24 08:43:00,157.145,high
2024-12-24 09:49:00,157.01,low
2024-12-24 10:01:00,157.178,high
2024-12-24 10:40:00,156.985,low
2024-12-24 11:00:00,157.084,high
2024-12-24 11:14:00,157.006,low
2024-12-24 11:46:00,157.1,high
2024-12-24 12:16:00,157.024,low
2024-12-24 13:51:00,157.168,high
2024-12-24 14:07:00,157.075,low
2024-12-24 16:08:00,157.28,high
2024-12-24 16:24:00,157.186,low
2024-12-24 17:03:00,157.299,high
2024-12-24 17:17:00,157.18,low
2024-12-24 18:24:00,157.38,high
2024-12-24 19:16:00,157.262,low
2024-12-24 19:46:00,157.346,high
2024-12-24 20:23:00,157.238,low
2024-12-24 21:07:00,157.38,high
2024-12-24 23:22:00,157.101,low
2024-12-24 23:20:00,157.186,high
2024-12-24 23:59:00,157.085,low
2024-12-26 00:00:00,157.276,high
2024-12-26 02:02:00,157.073,low
2024-12-26 02:54:00,157.369,high
2024-12-26 03:14:00,157.244,low
2024-12-26 03:32:00,157.479,high
2024-12-26 04:09:00,157.362,low
2024-12-26 04:23:00,157.475,high
2024-12-26 05:16:00,157.332,low
2024-12-26 05:32:00,157.418,high
2024-12-26 05:51:00,157.356,low
2024-12-26 06:32:00,157.46,high
2024-12-26 06:44:00,157.355,low
2024-12-26 06:57:00,157.435,high
2024-12-26 07:56:00,157.306,low
2024-12-26 09:37:00,157.449,high
2024-12-26 10:00:00,157.347,low
2024-12-26 10:39:00,157.416,high
2024-12-26 11:02:00,157.31,low
2024-12-26 11:40:00,157.462,high
2024-12-26 12:15:00,157.4,low
2024-12-26 14:41:00,157.664,high
2024-12-26 15:15:00,157.594,low
2024-12-26 17:09:00,157.953,high
2024-12-26 17:16:00,157.883,low
2024-12-26 18:01:00,158.085,high
2024-12-26 18:31:00,157.987,low
2024-12-26 18:46:00,158.063,high
2024-12-26 19:06:00,157.939,low
2024-12-26 19:46:00,158.073,high
2024-12-26 20:07:00,157.867,low
2024-12-26 20:21:00,158.013,high
2024-12-26 20:36:00,157.875,low
2024-12-26 21:31:00,158.025,high
2024-12-26 22:22:00,157.89,low
2024-12-26 23:38:00,158.037,high
2024-12-27 01:20:00,157.708,low
2024-12-27 01:36:00,157.838,high
2024-12-27 01:47:00,157.674,low
2024-12-27 02:07:00,157.857,high
2024-12-27 02:42:00,157.657,low
2024-12-27 02:54:00,157.949,high
2024-12-27 03:26:00,157.682,low
2024-12-27 03:48:00,157.868,high
2024-12-27 04:18:00,157.509,low
2024-12-27 04:31:00,157.676,high
2024-12-27 04:51:00,157.513,low
2024-12-27 05:14:00,157.717,high
2024-12-27 05:31:00,157.598,low
2024-12-27 05:57:00,157.675,high
2024-12-27 06:42:00,157.553,low
2024-12-27 07:59:00,157.769,high
2024-12-27 08:15:00,157.667,low
2024-12-27 09:30:00,157.83,high
2024-12-27 09:49:00,157.741,low
2024-12-27 10:25:00,157.917,high
2024-12-27 11:22:00,157.755,low
2024-12-27 11:37:00,157.898,high
2024-12-27 14:10:00,157.581,low
2024-12-27 15:20:00,157.867,high
2024-12-27 15:49:00,157.686,low
2024-12-27 16:55:00,157.893,high
2024-12-27 17:04:00,157.703,low
2024-12-27 17:30:00,157.877,high
2024-12-27 18:23:00,157.351,low
2024-12-27 19:55:00,157.842,high
2024-12-27 20:19:00,157.771,low
2024-12-27 21:59:00,157.943,high
2024-12-27 22:42:00,157.849,low
2024-12-27 23:09:00,157.924,high
2024-12-30 00:05:00,157.676,low
2024-12-30 00:44:00,157.749,high
2024-12-30 00:55:00,157.66,low
2024-12-30 01:39:00,157.903,high
2024-12-30 02:32:00,157.7,low
2024-12-30 02:55:00,157.987,high
2024-12-30 03:41:00,157.732,low
2024-12-30 03:59:00,157.797,high
2024-12-30 04:30:00,157.699,low
2024-12-30 05:11:00,157.848,high
2024-12-30 06:39:00,157.758,low
2024-12-30 08:11:00,158.068,high
2024-12-30 09:22:00,157.807,low
2024-12-30 10:16:00,157.933,high
2024-12-30 10:22:00,157.812,low
2024-12-30 11:19:00,157.984,high
2024-12-30 12:19:00,157.758,low
2024-12-30 12:31:00,157.829,high
2024-12-30 13:37:00,157.559,low
2024-12-30 13:53:00,157.651,high
2024-12-30 14:06:00,157.543,low
2024-12-30 14:20:00,157.652,high
2024-12-30 14:49:00,157.485,low
2024-12-30 15:24:00,157.644,high
2024-12-30 16:05:00,157.412,low
2024-12-30 16:21:00,157.552,high
2024-12-30 17:31:00,156.669,low
2024-12-30 17:57:00,157.279,high
2024-12-30 18:13:00,157.008,low
2024-12-30 19:03:00,157.352,high
2024-12-30 19:16:00,157.188,low
2024-12-30 19:37:00,157.28,high
2024-12-30 21:13:00,156.919,low
2024-12-30 22:01:00,157.114,high
2024-12-30 23:29:00,156.763,low
2024-12-30 23:48:00,156.879,high
2024-12-31 00:07:00,156.823,low
2024-12-31 01:17:00,157.067,high
2024-12-31 01:36:00,156.96,low
2024-12-31 02:05:00,157.032,high
2024-12-31 03:30:00,156.365,low
2024-12-31 04:23:00,156.51,high
2024-12-31 05:01:00,156.328,low
2024-12-31 05:07:00,156.484,high
2024-12-31 05:44:00,156.405,low
2024-12-31 05:55:00,156.468,high
2024-12-31 07:11:00,156.141,low
2024-12-31 07:25:00,156.22,high
2024-12-31 07:43:00,156.157,low
2024-12-31 07:58:00,156.242,high
2024-12-31 08:10:00,156.147,low
2024-12-31 08:59:00,156.377,high
2024-12-31 09:35:00,156.064,low
2024-12-31 10:00:00,156.256,high
2024-12-31 10:25:00,156.022,low
2024-12-31 10:32:00,156.224,high
2024-12-31 10:49:00,156.066,low
2024-12-31 12:25:00,156.964,high
2024-12-31 13:11:00,156.634,low
2024-12-31 13:58:00,156.817,high
2024-12-31 14:15:00,156.554,low
2024-12-31 15:08:00,156.956,high
2024-12-31 15:31:00,156.849,low
2024-12-31 15:56:00,157.088,high
2024-12-31 16:57:00,156.682,low
2024-12-31 19:22:00,157.545,high
2024-12-31 20:51:00,157.236,low
2024-12-31 21:02:00,157.313,high
2024-12-31 21:17:00,157.236,low
2024-12-31 22:35:00,157.38,high
2025-01-02 00:00:00,157.117,low
2025-01-02 01:59:00,157.776,high
2025-01-02 02:55:00,157.294,low
2025-01-02 03:33:00,157.665,high
2025-01-02 05:11:00,157.13,low
2025-01-02 05:52:00,157.278,high
2025-01-02 07:00:00,156.977,low
2025-01-02 08:00:00,157.213,high
2025-01-02 09:00:00,156.551,low
2025-01-02 09:30:00,156.748,high
2025-01-02 09:45:00,156.434,low
2025-01-02 10:02:00,156.827,high
2025-01-02 10:26:00,156.462,low
2025-01-02 11:05:00,156.921,high
2025-01-02 11:31:00,156.776,low
2025-01-02 12:17:00,156.979,high
2025-01-02 12:25:00,156.829,low
2025-01-02 13:46:00,157.287,high
2025-01-02 15:26:00,156.817,low
2025-01-02 15:33:00,157.24,high
2025-01-02 15:50:00,156.719,low
2025-01-02 16:14:00,157.098,high
2025-01-02 16:33:00,156.636,low
2025-01-02 17:04:00,157.141,high
2025-01-02 17:22:00,156.783,low
2025-01-02 18:48:00,157.753,high
2025-01-02 19:06:00,157.572,low
2025-01-02 19:26:00,157.85,high
2025-01-02 19:47:00,157.492,low
2025-01-02 20:08:00,157.635,high
2025-01-02 20:19:00,157.466,low
2025-01-02 21:56:00,157.677,high
2025-01-02 22:33:00,157.566,low
2025-01-02 23:00:00,157.63,high
2025-01-03 00:00:00,157.41,low
2025-01-03 01:36:00,157.568,high
2025-01-03 02:07:00,157.268,low
2025-01-03 02:40:00,157.402,high
2025-01-03 02:59:00,157.173,low
2025-01-03 03:37:00,157.408,high
2025-01-03 04:00:00,157.257,low
2025-01-03 04:21:00,157.359,high
2025-01-03 04:49:00,157.248,low
2025-01-03 05:50:00,157.459,high
2025-01-03 05:59:00,157.182,low
2025-01-03 06:26:00,157.387,high
2025-01-03 07:02:00,157.243,low
2025-01-03 07:18:00,157.356,high
2025-01-03 09:10:00,157.04,low
2025-01-03 09:40:00,157.268,high
2025-01-03 09:54:00,157.081,low
2025-01-03 10:43:00,157.426,high
2025-01-03 11:20:00,157.089,low
2025-01-03 11:55:00,157.279,high
